406901937,9,401,0
406901953,9,401,0
406901953,9,401,0
406901953,10,401,0
406901968,10,401,0
406901968,11,401,0
406901984,12,401,0
406901984,13,401,0
406902000,14,401,0
406902000,14,401,0
406902015,15,401,0
406902015,16,401,0
406902031,16,401,0
406902031,16,401,0
406902046,16,401,0
406902046,17,401,0
406902062,18,401,0
406902062,19,401,0
406902062,20,400,0
406902078,20,400,0
406902078,21,400,0
406902093,21,400,0
406902093,22,400,0
406902109,22,400,0
406902109,22,399,0
406902125,23,399,0
406902125,23,399,0
406902140,23,399,0
406902140,23,399,0
406902156,23,399,0
406902156,23,398,0
406902171,23,398,0
406902171,22,398,0
406902187,22,398,0
406902187,21,397,0
406902203,20,397,0
406902203,19,397,0
406902218,18,397,0
406902218,17,396,0
406902234,16,396,0
406902234,15,396,0
406902250,13,396,0
406902250,12,395,0
406902250,12,395,0
406902265,11,395,0
406902265,10,394,0
406902281,9,394,0
406902281,9,394,0
406902296,9,394,0
406902296,9,393,0
406902312,9,393,0
406902312,9,393,0
406902328,9,393,0
406902328,9,392,0
406902343,9,392,0
406902343,10,392,0
406902359,10,392,0
406902359,11,392,0
406902375,12,392,0
406902375,13,392,0
406902390,14,392,0
406902390,15,392,0
406902406,17,392,0
406902406,18,392,0
406902421,21,392,0
406902421,23,392,0
406902437,26,392,0
406902437,30,392,0
406902437,35,392,0
406902453,40,393,0
406902468,45,393,0
406902468,51,393,0
406902468,58,394,0
406902484,64,394,0
406902484,70,394,0
406902500,77,395,0
406902500,82,395,0
406902515,87,395,0
406902515,92,396,0
406902531,98,396,0
406902531,103,397,0
406902546,108,397,0
406902546,113,398,0
406902562,118,398,0
406902562,123,399,0
406902578,127,399,0
406902578,131,400,0
406902593,135,400,0
406902593,139,401,0
406902609,143,401,0
406902609,146,402,0
406902609,150,402,0
406902625,154,403,0
406902640,158,403,0
406902640,162,404,0
406902640,166,404,0
406902656,170,405,0
406902656,174,405,0
406902671,178,406,0
406902671,181,406,0
406902687,185,406,0
406902687,189,407,0
406902703,193,407,0
406902703,197,407,0
406902718,201,408,0
406902718,206,408,0
406902734,211,408,0
406902734,216,409,0
406902750,221,409,0
406902750,225,409,0
406902765,230,409,0
406902765,234,410,0
406902781,238,410,0
406902781,242,410,0
406902796,246,410,0
406902796,251,411,0
406902796,255,411,0
406902812,260,411,0
406902828,265,412,0
406902828,271,412,0
406902828,278,412,0
406902843,284,413,0
406902859,291,413,0
406902859,298,413,0
406902859,304,414,0
406902875,313,414,0
406902875,320,415,0
406902890,327,415,0
406902890,336,416,0
406902906,342,416,0
406902906,350,417,0
406902921,350,417,0
406903812,674,490,0
406903812,675,490,0
406903812,676,490,0
406903812,677,491,0
406903828,678,491,0
406903828,679,491,0
406903843,681,491,0
406903843,682,492,0
406903859,685,492,0
406903859,686,493,0
406903875,688,494,0
406903875,690,494,0
406903890,691,495,0
406903890,692,495,0
406903906,693,495,0
406903906,693,495,0
406903921,696,496,0
406903921,698,497,0
406903937,701,498,0
406903937,704,500,0
406903953,707,501,0
406903953,710,502,0
406903968,713,503,0
406903968,716,504,0
406903984,719,505,0
406903984,722,507,0
406903984,725,508,0
406904000,728,509,0
406904000,731,511,0
406904015,734,512,0
406904015,737,513,0
406904031,739,514,0
406904031,742,516,0
406904046,745,517,0
406904046,748,518,0
406904062,750,520,0
406904062,753,521,0
406904078,755,522,0
406904078,757,523,0
406904093,759,524,0
406904093,761,525,0
406904109,763,526,0
406904109,765,527,0
406904125,766,528,0
406904125,768,529,0
406904140,769,530,0
406904140,771,530,0
406904156,772,531,0
406904156,773,532,0
406904171,774,532,0
406904171,775,532,0
406904171,776,533,0
406904187,777,533,0
406904203,777,533,0
406904203,778,533,0
406904203,778,533,0
406904218,778,533,0
406904218,779,533,0
406904234,779,533,0
406904234,779,532,0
406904250,779,532,0
406904250,779,531,0
406904265,779,531,0
406904265,779,530,0
406904281,778,530,0
406904281,778,529,0
406904296,777,528,0
406904296,776,528,0
406904312,776,527,0
406904312,775,526,0
406904328,774,525,0
406904328,773,524,0
406904343,773,523,0
406904343,772,523,0
406904359,771,522,0
406904359,770,521,0
406904375,769,520,0
406904375,768,519,0
406904390,767,518,0
406904390,766,517,0
406904390,765,516,0
406904406,764,515,0
