peak_power,peak_freq,auc_power,total_energy,sample_entropy,mean_acceleration,label
0.33846378485091105,4.296875,1.0801488541582143,3.222494771763711,1.1100614233539794,1.4394026573884862,1
6.909410302643036e-05,0.390625,0.0001660596715361569,0.00045992279618838923,1.240162404085484,0.015132467507782263,1
0.02473122083599241,9.375,0.07469653001270629,0.9399153411887151,0.6002927027691294,0.7855171385105172,1
1.0378776463485893e-06,6.640625,2.290498815703276e-05,0.00014152015219312829,2.111499373655668,0.010985936525787521,1
8.91896982115418e-06,0.390625,4.345522377135328e-05,0.00018397247962451607,1.8142960115631215,0.011659648483144415,0
0.0456235022260231,10.15625,0.09750243292467503,0.4363887675804831,1.311522659185179,0.5866972081143684,1
9.103755166462222e-07,10.9375,2.2994020434309135e-05,0.00015211416134591784,2.1233625851223485,0.011304460960319307,0
1.8254713973166106e-05,0.390625,5.97963739279443e-05,0.00035694053231889993,1.6450861525648661,0.01634864272531109,1
8.394998282552236e-07,3.90625,2.1717710543608898e-05,0.00013282674289072594,2.0599081338644947,0.010679860146659854,0
0.0006862025466714097,9.375,0.00175991547912239,0.007996930043359135,1.2581349365232024,0.0767102810337885,1
0.0009819257427891351,12.5,0.001606335127213504,0.007552589920571119,1.2592918930987362,0.0736933791507184,1
7.206005562762737e-07,11.71875,2.109706644748974e-05,0.00012826104670284017,2.098471377651373,0.010384876193176091,0
5.177836226107215e-07,5.078125,1.628713586230144e-05,0.0001060033614986172,2.1279355583793085,0.009566438836383303,0
0.0007008566149553641,0.78125,0.0021860471178310713,0.008007849423906964,0.995435069416611,0.07452241220713737,1
0.0020130264880110936,0.390625,0.0028140206490802787,0.007560336877985976,0.03441626616190149,0.03553322184662792,0
3.805128798915285e-05,9.765625,0.00010982999435370926,0.0007014171220043397,1.6980980066285873,0.023760764147528347,1
1.5381343958685638e-05,0.390625,3.467086996113279e-05,0.00016419139008842825,1.2795791733601234,0.012499862328571181,0
2.824519041175526e-05,0.78125,0.0001218346910134938,0.00024630068935144645,1.195270707844712,0.010832948710194489,0
1.237776232784095e-06,0.390625,2.1219453118299238e-05,0.00012951134834396084,2.002251554353429,0.010649365293537598,0
8.935499920886724e-07,2.34375,2.210148390549337e-05,0.00013302489936296196,2.152555458674735,0.010540208704053868,0
2.288801770559886e-06,0.390625,2.5132213530607685e-05,0.00013286642362267994,1.8992865519240318,0.00990648915587104,0
6.634943299316308e-05,1.5625,0.0004755297287647498,0.000629519712715825,0.4517440725947174,0.012450511183049372,0
1.2110988751829208e-06,1.953125,2.7722095319977222e-05,0.00016745011261495401,2.0855810115208766,0.011886145196591565,1
6.885357807740362e-07,3.125,1.956693105394824e-05,0.00012279860031110687,2.1667658294298757,0.010195121174746798,0
3.2393864707421445e-06,2.34375,3.952784484069655e-05,0.0001480172148361216,1.7474785029687043,0.01035180229836848,0
6.465658837317063e-07,5.078125,1.800161208468139e-05,0.00010887823331577662,2.109435665043448,0.009620501814257998,1
0.034988132729793175,9.375,0.29761936436139097,2.4784761716616464,1.7422203061411303,1.48263373370928,1
7.38378229920217e-07,2.34375,2.015700674314979e-05,0.00012491702362759976,2.1271433520644214,0.010228907614083982,0
2.962006602545832e-06,8.203125,4.11290308301952e-05,0.00024399385864137617,2.017359257722097,0.014448980818245109,0
8.807912048670753e-07,0.390625,2.1336755884916746e-05,0.00013445407180043585,2.1235563256093593,0.010713828799923704,0
3.083775009443001e-06,1.171875,3.645453304288006e-05,0.00015513045975239348,1.8135558654176376,0.010993305357941298,1
1.1666729655977241e-06,0.78125,2.1400483019957885e-05,0.00014351933835151626,2.1458731101279764,0.011046943567142243,0
0.00011421101999884773,0.390625,0.00025838241881628247,0.000692694691337505,0.9178075956557935,0.018152327187155648,0
7.739085263892764e-07,0.78125,1.8372750840237657e-05,0.00011528649802910432,2.0903903212545276,0.00988528203428001,0
3.7304163508199345e-05,0.390625,0.0001741989359737141,0.00040222351725425874,1.2366071440682331,0.014134297902647322,0
